Order Number,Line Item,Order Date,Delivery Date,CustomerKey,StoreKey,ProductKey,Quantity,Currency Code,Product Name,Brand,Subcategory,Category,Unit Cost USD,Unit Price USD,Revenue,Cost,Profit
1149012,1,2/22/2018,,359409,10,1814,5,CAD,MGS Zoo Tycoon2009 E170,Tailspin Toys,Download Games,Games and Toys,16.31,32.0,160.0,81.55,78.45
1149012,2,2/22/2018,,359409,10,1814,2,CAD,MGS Zoo Tycoon2009 E170,Tailspin Toys,Download Games,Games and Toys,16.31,32.0,64.0,32.62,31.380000000000003
1149013,1,2/22/2018,,343183,9,1575,1,CAD,SV DVD Player M140 Gold,Southridge Video,Movie DVD,"Music, Movies and Audio Books",28.05,60.99,60.99,28.05,32.94
1149013,2,2/22/2018,,343183,9,1625,4,CAD,Contoso DVD Recorder L230 Grey,Contoso,Movie DVD,"Music, Movies and Audio Books",72.56,219.0,876.0,290.24,585.76
1149013,3,2/22/2018,,343183,9,1573,2,CAD,SV DVD Player M120 White,Southridge Video,Movie DVD,"Music, Movies and Audio Books",27.13,58.99,117.98,54.26,63.720000000000006
1149013,4,2/22/2018,,343183,9,440,7,CAD,WWI Desktop PC1.60 E1600 Silver,Wide World Importers,Desktops,Computers,112.14,219.95,1539.6499999999999,784.98,754.6699999999998
1149013,5,2/22/2018,,343183,9,161,1,CAD,"Adventure Works 52"" LCD HDTV X790W Silver",Adventure Works,Televisions,TV and Video,527.53,1592.2,1592.2,527.53,1064.67
1149014,1,2/22/2018,,1731696,54,2493,2,USD,Cigarette Lighter Adapter for Contoso Phones E110 Red,Contoso,Cell phones Accessories,Cell phones,12.74,24.99,49.98,25.48,24.499999999999996
1149015,1,2/22/2018,2/25/2018,1406216,0,1395,1,USD,Contoso Phone with 13-Number Memory (210) M301 Grey,Contoso,Home & Office Phones,Cell phones,7.81,16.99,16.99,7.81,9.18
1149015,2,2/22/2018,2/25/2018,1406216,0,651,2,USD,Proseware Mobile Receipt and Document Scanner M200 Black,Proseware,"Printers, Scanners & Fax",Computers,53.34,116.0,232.0,106.68,125.32
1149015,3,2/22/2018,2/25/2018,1406216,0,190,1,USD,SV 8xDVD E130 Silver,Southridge Video,VCD & DVD,TV and Video,29.01,56.9,56.9,29.01,27.889999999999997
1149015,4,2/22/2018,2/25/2018,1406216,0,48,1,USD,WWI 1GB Pulse Smart pen E50 Silver,Wide World Importers,Recording Pen,Audio,76.45,149.95,149.95,76.45,73.49999999999999
1149015,5,2/22/2018,2/25/2018,1406216,0,2513,6,USD,Contoso Bluetooth Active Headphones L15 Red,Contoso,Cell phones Accessories,Cell phones,43.07,129.99,779.94,258.42,521.52
1149016,1,2/22/2018,,1819268,59,300,2,USD,SV Car Video AM/FM E1001 Black,Southridge Video,Car Video,TV and Video,111.65,219.0,438.0,223.3,214.7
1149016,2,2/22/2018,,1819268,59,1632,1,USD,Contoso DVD 48 DVD Storage Binder M50 Silver,Contoso,Movie DVD,"Music, Movies and Audio Books",8.27,17.99,17.99,8.27,9.719999999999999
1149016,3,2/22/2018,,1819268,59,63,6,USD,WWI 2GB Spy Video Recorder Pen M300 Blue,Wide World Importers,Recording Pen,Audio,83.24,181.0,1086.0,499.43999999999994,586.5600000000001
1149017,1,2/22/2018,,535496,19,129,1,EUR,"Adventure Works 20"" Analog CRT TV E45 Silver",Adventure Works,Televisions,TV and Video,101.97,200.0,200.0,101.97,98.03
1149017,2,2/22/2018,,535496,19,1586,1,EUR,SV DVD 55DVD Storage Binder M56 Black,Southridge Video,Movie DVD,"Music, Movies and Audio Books",5.82,12.66,12.66,5.82,6.84
1149017,3,2/22/2018,,535496,19,147,7,EUR,"Adventure Works 52"" LCD HDTV X590 White",Adventure Works,Televisions,TV and Video,960.82,2899.99,20299.93,6725.740000000001,13574.189999999999
1149017,4,2/22/2018,,535496,19,2372,2,EUR,Contoso Air conditioner 8000BTU M0320 Grey,Contoso,Air Conditioners,Home Appliances,183.94,399.99,799.98,367.88,432.1
1149018,1,2/22/2018,,1957841,57,394,5,USD,WWI Laptop15.4W M0156 Black,Wide World Importers,Laptops,Computers,348.58,758.0,3790.0,1742.8999999999999,2047.1000000000001
1149018,2,2/22/2018,,1957841,57,170,10,USD,SV 16xDVD M330 Black,Southridge Video,VCD & DVD,TV and Video,50.13,109.0,1090.0,501.3,588.7
1149018,4,2/22/2018,,1957841,57,166,8,USD,SV 16xDVD M300 Black,Southridge Video,VCD & DVD,TV and Video,54.72,119.0,952.0,437.76,514.24
1149018,5,2/22/2018,,1957841,57,2363,4,USD,Contoso Air conditioner 12000BTU M0640 Silver,Contoso,Air Conditioners,Home Appliances,211.53,459.99,1839.96,846.12,993.84
1149018,6,2/22/2018,,1957841,57,421,1,USD,Adventure Works Desktop PC3.0 MS300 Silver,Adventure Works,Desktops,Computers,215.68,469.0,469.0,215.68,253.32
1149018,7,2/22/2018,,1957841,57,1606,1,USD,SV DVD 9-Inch Player Portable M300 Silver,Southridge Video,Movie DVD,"Music, Movies and Audio Books",73.57,159.99,159.99,73.57,86.42000000000002
1149019,1,2/22/2018,,708076,29,881,1,EUR,Contoso Optical Wheel OEM PS/2 Mouse E60 White,Contoso,Computers Accessories,Computers,6.63,13.0,13.0,6.63,6.37
1149019,2,2/22/2018,,708076,29,119,1,EUR,"Adventure Works 13"" Color TV E25 Silver",Adventure Works,Televisions,TV and Video,61.17,119.99,119.99,61.17,58.81999999999999
1149019,3,2/22/2018,,708076,29,612,4,EUR,WWI Projector 1080p DLP86 Black,Wide World Importers,Projectors & Screens,Computers,827.97,2499.0,9996.0,3311.88,6684.12
1149020,1,2/22/2018,,60454,5,1524,3,AUD,The Phone Company PDA Phone 3.7 inches M340 Black,The Phone Company,Smart phones & PDAs,Cell phones,151.76,330.0,990.0,455.28,534.72
1149020,2,2/22/2018,,60454,5,625,1,AUD,WWI Projector 720p DLP56 White,Wide World Importers,Projectors & Screens,Computers,459.4,999.0,999.0,459.4,539.6
1149021,1,2/22/2018,,38195,6,1615,7,AUD,SV DVD 15-Inch Player Portable L200 White,Southridge Video,Movie DVD,"Music, Movies and Audio Books",96.08,289.99,2029.93,672.56,1357.3700000000001
1149021,2,2/22/2018,,38195,6,2089,5,AUD,Contoso Water Heater 1.5GPM E0800 White,Contoso,Water Heaters,Home Appliances,131.28,257.5,1287.5,656.4,631.1
1149022,1,2/22/2018,,1686257,61,441,1,USD,WWI Desktop PC1.80 E1800 Brown,Wide World Importers,Desktops,Computers,117.21,229.9,229.9,117.21,112.69000000000001
1149022,2,2/22/2018,,1686257,61,446,4,USD,WWI Desktop PC1.60 E1600 Black,Wide World Importers,Desktops,Computers,112.14,219.95,879.8,448.56,431.23999999999995
1149023,1,2/22/2018,,362234,9,1679,5,CAD,MGS Hand Games for kids E300 Silver,Tailspin Toys,Boxed Games,Games and Toys,2.8,5.5,27.5,14.0,13.5
1149023,2,2/22/2018,,362234,9,1632,1,CAD,Contoso DVD 48 DVD Storage Binder M50 Silver,Contoso,Movie DVD,"Music, Movies and Audio Books",8.27,17.99,17.99,8.27,9.719999999999999
1149023,3,2/22/2018,,362234,9,1458,7,CAD,The Phone Company Touch Screen Phones - LCD M12 Gold,The Phone Company,Touch Screen Phones,Cell phones,91.97,200.0,1400.0,643.79,756.21
1149023,4,2/22/2018,,362234,9,1588,3,CAD,SV DVD 58 DVD Storage Binder M55 Silver,Southridge Video,Movie DVD,"Music, Movies and Audio Books",6.39,13.89,41.67,19.169999999999998,22.500000000000004
1149023,5,2/22/2018,,362234,9,2146,1,CAD,Adventure Works Coffee Maker Super-Auto 12C X125 Silver,Adventure Works,Coffee Machines,Home Appliances,546.68,1650.0,1650.0,546.68,1103.3200000000002
1149023,6,2/22/2018,,362234,9,1460,1,CAD,Contoso Touch Screen Phones Infrared M901 Black,Contoso,Touch Screen Phones,Cell phones,137.96,300.0,300.0,137.96,162.04
1149024,1,2/22/2018,,211067,9,11,4,CAD,Contoso 4G MP3 Player E400 Orange,Contoso,MP4&MP3,Audio,30.58,59.99,239.96,122.32,117.64000000000001
1149025,1,2/22/2018,2/28/2018,1316237,0,1296,6,USD,Contoso USB Cable M250 Black,Contoso,Cameras & Camcorders Accessories,Cameras and camcorders,11.5,25.0,150.0,69.0,81.0
1149026,1,2/22/2018,,772732,29,80,2,EUR,NT Wireless Bluetooth Stereo Headphones E302 Yellow,Northwind Traders,Bluetooth Headphones,Audio,18.65,40.55,81.1,37.3,43.8
1149026,2,2/22/2018,,772732,29,1656,6,EUR,Contoso DVD 9-Inch Player Portable M300 White,Contoso,Movie DVD,"Music, Movies and Audio Books",73.57,159.99,959.94,441.41999999999996,518.5200000000001
1149026,3,2/22/2018,,772732,29,706,3,EUR,Proseware Fax Machine E100 White,Proseware,"Printers, Scanners & Fax",Computers,40.28,79.0,237.0,120.84,116.16
1149027,1,2/22/2018,2/25/2018,777143,0,1166,4,EUR,Fabrikam Social Videographer 1/3'' 8.5mm E200 Black,Fabrikam,Camcorders,Cameras and camcorders,84.12,165.0,660.0,336.48,323.52
1149027,2,2/22/2018,2/25/2018,777143,0,1440,2,EUR,The Phone Company Touch Screen Phones - CRT M11 Grey,The Phone Company,Touch Screen Phones,Cell phones,86.91,189.0,378.0,173.82,204.18
1149029,1,2/22/2018,,1489156,53,440,1,USD,WWI Desktop PC1.60 E1600 Silver,Wide World Importers,Desktops,Computers,112.14,219.95,219.95,112.14,107.80999999999999
1149030,1,2/22/2018,,1898417,61,2092,6,USD,Contoso Water Heater 4.0GPM M1250 Blue,Contoso,Water Heaters,Home Appliances,363.75,791.0,4746.0,2182.5,2563.5
1149031,1,2/22/2018,,1586325,50,73,7,USD,NT Wireless Bluetooth Stereo Headphones E102 White,Northwind Traders,Bluetooth Headphones,Audio,22.05,47.95,335.65000000000003,154.35,181.30000000000004
1149031,2,2/22/2018,,1586325,50,944,7,USD,A. Datum Compact Digital Camera M200 Black,A. Datum,Digital Cameras,Cameras and camcorders,59.32,129.0,903.0,415.24,487.76
1149031,3,2/22/2018,,1586325,50,456,3,USD,WWI Desktop PC2.30 M2300 White,Wide World Importers,Desktops,Computers,257.06,559.0,1677.0,771.1800000000001,905.8199999999999
1149031,4,2/22/2018,,1586325,50,2188,1,USD,Fabrikam Coffee Maker 12C M100 Gold,Fabrikam,Coffee Machines,Home Appliances,204.64,445.0,445.0,204.64,240.36
1149031,5,2/22/2018,,1586325,50,1437,3,USD,The Phone Company Finger Touch Screen Phones M30 Grey,The Phone Company,Touch Screen Phones,Cell phones,91.51,199.0,597.0,274.53000000000003,322.46999999999997
1149031,6,2/22/2018,,1586325,50,1675,1,USD,MGS Hand Games men M300 Red,Tailspin Toys,Boxed Games,Games and Toys,3.17,6.89,6.89,3.17,3.7199999999999998
1149032,1,2/22/2018,,1691284,59,1170,1,USD,Fabrikam Home and Vacation Moviemaker 1/3'' 8.5mm M200 White,Fabrikam,Camcorders,Cameras and camcorders,291.09,633.0,633.0,291.09,341.91
1149033,1,2/22/2018,,545755,20,55,1,EUR,WWI 4GB Video Recording Pen X200 Pink,Wide World Importers,Recording Pen,Audio,98.07,296.0,296.0,98.07,197.93
1149033,2,2/22/2018,,545755,20,125,2,EUR,"Adventure Works 19"" Color Digital TV E35 Silver",Adventure Works,Televisions,TV and Video,73.11,143.4,286.8,146.22,140.58
1149033,3,2/22/2018,,545755,20,2108,3,EUR,Contoso Water Heater 2.6GPM E0900 Grey,Contoso,Water Heaters,Home Appliances,258.99,508.0,1524.0,776.97,747.03
1149033,4,2/22/2018,,545755,20,2496,2,EUR,Headphone Adapter for Contoso Phone E130 Silver,Contoso,Cell phones Accessories,Cell phones,5.09,9.99,19.98,10.18,9.8
1149033,5,2/22/2018,,545755,20,689,2,EUR,"Proseware Color Ink Jet Fax, Copier, Phone M250 Grey",Proseware,"Printers, Scanners & Fax",Computers,73.12,159.0,318.0,146.24,171.76
1149033,6,2/22/2018,,545755,20,1013,1,EUR,A. Datum Full Frame Digital Camera X300 Orange,A. Datum,Digital Cameras,Cameras and camcorders,76.53,231.0,231.0,76.53,154.47
1149033,7,2/22/2018,,545755,20,1630,3,EUR,Contoso DVD 60 DVD Storage Binder L20 Black,Contoso,Movie DVD,"Music, Movies and Audio Books",7.58,22.89,68.67,22.740000000000002,45.93
1149034,1,2/22/2018,,1622857,61,2023,3,USD,Litware Microwave 0.9CuFt E090 White,Litware,Microwaves,Home Appliances,50.98,99.99,299.96999999999997,152.94,147.02999999999997
1149034,2,2/22/2018,,1622857,61,1773,7,USD,MGS Zoo Tycoon 2: Extinct Animals 2008 E129,Tailspin Toys,Download Games,Games and Toys,21.92,43.0,301.0,153.44,147.56
1149035,1,2/22/2018,,1524428,64,102,7,USD,WWI Wireless Bluetooth Stereo Headphones M270 Silver,Wide World Importers,Bluetooth Headphones,Audio,52.88,115.0,805.0,370.16,434.84
1149035,3,2/22/2018,,1524428,64,135,4,USD,"Adventure Works 20"" LCD HDTV M120 White",Adventure Works,Televisions,TV and Video,160.93,349.95,1399.8,643.72,756.0799999999999
1149035,4,2/22/2018,,1524428,64,2104,2,USD,Contoso Water Heater 1.5GPM E0800 Silver,Contoso,Water Heaters,Home Appliances,131.28,257.5,515.0,262.56,252.44
1149036,1,2/22/2018,,321313,8,65,1,CAD,WWI 2GB Spy Video Recorder Pen M300 Purple,Wide World Importers,Recording Pen,Audio,83.24,181.0,181.0,83.24,97.76
1149036,2,2/22/2018,,321313,8,412,1,CAD,Proseware Laptop12 M210 White,Proseware,Laptops,Computers,195.24,382.95,382.95,195.24,187.70999999999998
1149037,1,2/22/2018,,1381115,64,530,2,USD,WWI LCD22 M2002 White,Wide World Importers,Monitors,Computers,205.09,619.0,1238.0,410.18,827.8199999999999
1149037,2,2/22/2018,,1381115,64,1474,6,USD,The Phone Company Smart phones 160x160 M26 Black,The Phone Company,Smart phones & PDAs,Cell phones,95.65,208.0,1248.0,573.9000000000001,674.0999999999999
1149037,3,2/22/2018,,1381115,64,1440,5,USD,The Phone Company Touch Screen Phones - CRT M11 Grey,The Phone Company,Touch Screen Phones,Cell phones,86.91,189.0,945.0,434.54999999999995,510.45000000000005
1149037,4,2/22/2018,,1381115,64,1621,1,USD,Contoso DVD Movies E100 Yellow,Contoso,Movie DVD,"Music, Movies and Audio Books",6.62,12.99,12.99,6.62,6.37
1149038,1,2/22/2018,,1256294,51,1645,3,USD,Contoso DVD External DVD Burner M200 Silver,Contoso,Movie DVD,"Music, Movies and Audio Books",26.62,57.88,173.64000000000001,79.86,93.78000000000002
1149038,2,2/22/2018,,1256294,51,100,1,USD,WWI Wireless Bluetooth Stereo Headphones M170 White,Wide World Importers,Bluetooth Headphones,Audio,55.18,120.0,120.0,55.18,64.82
1149038,3,2/22/2018,,1256294,51,57,7,USD,WWI 1GB Digital Voice Recorder Pen E100 Black,Wide World Importers,Recording Pen,Audio,79.53,156.0,1092.0,556.71,535.29
1149039,1,2/22/2018,,1367439,48,2022,7,USD,Litware Microwave 1.0CuFt E110 White,Litware,Microwaves,Home Appliances,71.37,139.99,979.9300000000001,499.59000000000003,480.34000000000003
1149039,2,2/22/2018,,1367439,48,1749,1,USD,MGS Bicycle Board Games X500,Tailspin Toys,Download Games,Games and Toys,36.11,109.0,109.0,36.11,72.89
1149040,1,2/22/2018,,631580,12,1696,1,EUR,SV Hand Games for Office worker L28 Black,Southridge Video,Boxed Games,Games and Toys,5.63,16.99,16.99,5.63,11.36
1149040,2,2/22/2018,,631580,12,2101,6,EUR,Contoso Water Heater 4.3GPM M1250 Silver,Contoso,Water Heaters,Home Appliances,403.53,877.5,5265.0,2421.18,2843.82
1150000,1,2/23/2018,2/26/2018,1937213,0,453,1,USD,WWI Desktop PC1.80 E1800 Silver,Wide World Importers,Desktops,Computers,117.21,229.9,229.9,117.21,112.69000000000001
1150000,2,2/23/2018,2/26/2018,1937213,0,1381,1,USD,Contoso Waterproof Accessory Handset and Charging Cradle M609 White,Contoso,Home & Office Phones,Cell phones,10.57,22.99,22.99,10.57,12.419999999999998
1150001,1,2/23/2018,3/1/2018,542485,0,1395,1,EUR,Contoso Phone with 13-Number Memory (210) M301 Grey,Contoso,Home & Office Phones,Cell phones,7.81,16.99,16.99,7.81,9.18
1150001,2,2/23/2018,3/1/2018,542485,0,449,7,EUR,WWI Desktop PC3.0 M0300 Black,Wide World Importers,Desktops,Computers,160.49,349.0,2443.0,1123.43,1319.57
1150001,3,2/23/2018,3/1/2018,542485,0,1618,1,EUR,Contoso DVD Player M120 White,Contoso,Movie DVD,"Music, Movies and Audio Books",27.13,58.99,58.99,27.13,31.860000000000003
1150002,1,2/23/2018,2/24/2018,1688921,0,709,1,USD,Proseware Mobile Receipt and Document Scanner M200 White,Proseware,"Printers, Scanners & Fax",Computers,53.34,116.0,116.0,53.34,62.66
1150002,2,2/23/2018,2/24/2018,1688921,0,1,2,USD,Contoso 512MB MP3 Player E51 Silver,Contoso,MP4&MP3,Audio,6.62,12.99,25.98,13.24,12.74
1150002,4,2/23/2018,2/24/2018,1688921,0,759,2,USD,Contoso 90W AC/DC Power Adapter E300 Black,Contoso,Computers Accessories,Computers,6.07,11.9,23.8,12.14,11.66
1150003,1,2/23/2018,,1286466,66,1240,8,USD,Fabrikam Business Videographer 1/2'' 3mm M500 White,Fabrikam,Camcorders,Cameras and camcorders,403.76,878.0,7024.0,3230.08,3793.92
1150003,2,2/23/2018,,1286466,66,647,5,USD,Proseware Fax phone E100 Black,Proseware,"Printers, Scanners & Fax",Computers,44.36,87.0,435.0,221.8,213.2
1150004,1,2/23/2018,,456029,24,1233,1,EUR,"Fabrikam Business Videographer 1/2"" 3mm M500 Blue",Fabrikam,Camcorders,Cameras and camcorders,403.76,878.0,878.0,403.76,474.24
1150007,1,2/23/2018,3/6/2018,68082,0,1624,2,AUD,Contoso DVD Recorder L220 White,Contoso,Movie DVD,"Music, Movies and Audio Books",72.56,219.0,438.0,145.12,292.88
1150007,2,2/23/2018,3/6/2018,68082,0,1822,2,AUD,MGS Age of Empires II: The Conquerors Expansion 2009 E178,Tailspin Toys,Download Games,Games and Toys,16.31,32.0,64.0,32.62,31.380000000000003
1150007,3,2/23/2018,3/6/2018,68082,0,583,1,AUD,Contoso Screen 106in M060 Black,Contoso,Projectors & Screens,Computers,83.16,251.0,251.0,83.16,167.84
1150007,4,2/23/2018,3/6/2018,68082,0,2350,1,AUD,Contoso Air conditioner 10000BTU M0490 White,Contoso,Air Conditioners,Home Appliances,197.74,429.99,429.99,197.74,232.25
1150008,1,2/23/2018,,2052752,45,447,2,USD,WWI Desktop PC1.80 E1800 Black,Wide World Importers,Desktops,Computers,117.21,229.9,459.8,234.42,225.38000000000002
1150009,1,2/23/2018,,1764995,47,1491,2,USD,The Phone Company Microsoft Windows Mobile M200 White,The Phone Company,Smart phones & PDAs,Cell phones,105.31,229.0,458.0,210.62,247.38
1150009,2,2/23/2018,,1764995,47,1880,2,USD,Contoso Washer & Dryer 21in E210 Blue,Contoso,Washers & Dryers,Home Appliances,815.22,1599.0,3198.0,1630.44,1567.56
1150009,3,2/23/2018,,1764995,47,114,5,USD,WWI Wireless Transmitter and Bluetooth Headphones X250 Red,Wide World Importers,Bluetooth Headphones,Audio,82.83,249.99,1249.95,414.15,835.8000000000001
1150009,4,2/23/2018,,1764995,47,1861,5,USD,NT Washer & Dryer 15.5in E1550 Blue,Northwind Traders,Washers & Dryers,Home Appliances,509.78,999.9,4999.5,2548.8999999999996,2450.6000000000004
1150011,1,2/23/2018,,1428814,55,1641,6,USD,Contoso DVD 55DVD Storage Binder M56 Red,Contoso,Movie DVD,"Music, Movies and Audio Books",5.82,12.66,75.96000000000001,34.92,41.040000000000006
1150012,1,2/23/2018,,788408,29,1450,3,EUR,The Phone Company Touch Screen Phones Capacitive M908 Gold,The Phone Company,Touch Screen Phones,Cell phones,141.64,308.0,924.0,424.91999999999996,499.08000000000004
1150012,2,2/23/2018,,788408,29,590,7,EUR,Contoso Projector 720p M621 White,Contoso,Projectors & Screens,Computers,459.4,999.0,6993.0,3215.7999999999997,3777.2000000000003
1150012,3,2/23/2018,,788408,29,1710,2,EUR,MGS Age of Empires III: The Asian Dynasties M180,Tailspin Toys,Download Games,Games and Toys,32.25,70.13,140.26,64.5,75.75999999999999
1150012,4,2/23/2018,,788408,29,1452,3,EUR,The Phone Company Touch Screen Phones SAW/On-wall M806 Gold,The Phone Company,Touch Screen Phones,Cell phones,134.74,293.0,879.0,404.22,474.78
1150013,1,2/23/2018,,973459,37,1515,1,GBP,The Phone Company Smart phones 6-LINE SCREEN M21 Gold,The Phone Company,Smart phones & PDAs,Cell phones,105.77,230.0,230.0,105.77,124.23
1150013,2,2/23/2018,,973459,37,1570,1,GBP,The Phone Company PDA Palm 4.7 inch L850 White,The Phone Company,Smart phones & PDAs,Cell phones,131.87,398.0,398.0,131.87,266.13
1150013,3,2/23/2018,,973459,37,1431,1,GBP,The Phone Company Touch Screen Phones 5-Wire/Built-in M500 Grey,The Phone Company,Touch Screen Phones,Cell phones,117.73,256.0,256.0,117.73,138.26999999999998
1150013,4,2/23/2018,,973459,37,1416,3,GBP,The Phone Company Touch Screen Phones Capacitive M908 Black,The Phone Company,Touch Screen Phones,Cell phones,141.64,308.0,924.0,424.91999999999996,499.08000000000004
1150013,5,2/23/2018,,973459,37,489,1,GBP,Adventure Works LCD24 X300 Black,Adventure Works,Monitors,Computers,271.35,819.0,819.0,271.35,547.65
1150014,1,2/23/2018,,2096472,57,2444,6,USD,Litware 80mm Dual Ball Bearing Case Fan E1001 White,Litware,Fans,Home Appliances,2.54,4.99,29.94,15.24,14.700000000000001
1150014,2,2/23/2018,,2096472,57,694,8,USD,Proseware Photo Ink Jet Printer E290 Grey,Proseware,"Printers, Scanners & Fax",Computers,52.0,102.0,816.0,416.0,400.0
1150014,3,2/23/2018,,2096472,57,440,2,USD,WWI Desktop PC1.60 E1600 Silver,Wide World Importers,Desktops,Computers,112.14,219.95,439.9,224.28,215.61999999999998
1150014,4,2/23/2018,,2096472,57,2095,3,USD,Contoso Water Heater 7.2GPM X1800 Green,Contoso,Water Heaters,Home Appliances,488.7,1475.0,4425.0,1466.1,2958.9
1150014,5,2/23/2018,,2096472,57,1615,3,USD,SV DVD 15-Inch Player Portable L200 White,Southridge Video,Movie DVD,"Music, Movies and Audio Books",96.08,289.99,869.97,288.24,581.73
1150015,1,2/23/2018,,1013139,41,440,1,GBP,WWI Desktop PC1.60 E1600 Silver,Wide World Importers,Desktops,Computers,112.14,219.95,219.95,112.14,107.80999999999999
1150015,2,2/23/2018,,1013139,41,2143,2,GBP,Adventure Works Coffee Maker Auto 5C E090 Black,Adventure Works,Coffee Machines,Home Appliances,83.1,163.0,326.0,166.2,159.8
1150016,1,2/23/2018,,1109178,41,1702,2,GBP,SV Hand Games for Office worker L28 Red,Southridge Video,Boxed Games,Games and Toys,5.63,16.99,33.98,11.26,22.72
1150016,2,2/23/2018,,1109178,41,2049,2,GBP,Litware Microwave 1.5CuFt X110 Blue,Litware,Microwaves,Home Appliances,220.64,665.94,1331.88,441.28,890.6000000000001
1150016,3,2/23/2018,,1109178,41,1581,6,GBP,SV DVD Recorder L240 Gold,Southridge Video,Movie DVD,"Music, Movies and Audio Books",72.56,219.0,1314.0,435.36,878.64
